Rxn name	Formula	Gene-reaction association	LB	UB	Objective
ATPS4r_REV_No1	atp_c[c] + h2o_c[c] + 3 h_c[c] + 0.026756 prot_AOT13_RS03795[c]  -> adp_c[c] + 4 h_e[e] + pi_c[c] 	RTMO06049	  0.00	1000.00	  0.00
THIOD_REV_No1	acc3_c[c] + amp_c[c] + enzcys_c[c] + 2 h_c[c] + tcscp_c[c] + 0.028541 prot_GARCT_01034[c]  -> ascp_c[c] + enzscys_c[c] + hacc3_c[c] 	RTMO06132	  0.00	1000.00	  0.00
GLYOXBACIL_REV_No1	b13galacbio_c[c] + h2o_c[c] + 1.3729 prot_AOT13_RS16705[c]  -> bacthiolbsh_c[c] + h_c[c] + lac__D_c[c] 	RTMO06140	 -0.00	1000.00	  0.00
LBACIL_REV_No1	bacthiolbsh_c[c] + mthgxl_c[c] + 66.2252 prot_AOT13_RS09905[c]  -> b13galacbio_c[c] 	RTMO06141	 -0.00	1000.00	  0.00
prot_pool_exchange	 -> prot_pool[c] 		  0.00	940.00	  0.00
draw_prot_112274445?	74.6608 prot_pool[c]  -> prot_112274445?[c] 	RTMO04284	  0.00	1000.00	  0.00
draw_prot_AOT13_02410	86.646 prot_pool[c]  -> prot_AOT13_02410[c] 	RTMO05273	  0.00	1000.00	  0.00
draw_prot_AOT13_08140	54.4107 prot_pool[c]  -> prot_AOT13_08140[c] 	RTMO06034	  0.00	1000.00	  0.00
draw_prot_AOT13_16120	92.3678 prot_pool[c]  -> prot_AOT13_16120[c] 	RTMO00732 or RTMO01098	  0.00	1000.00	  0.00
draw_prot_AOT13_RS00055	100.76 prot_pool[c]  -> prot_AOT13_RS00055[c] 	RTMO03139 or RTMO02767	  0.00	1000.00	  0.00
draw_prot_AOT13_RS00130	107.674 prot_pool[c]  -> prot_AOT13_RS00130[c] 	RTMO03119 or RTMO05033	  0.00	1000.00	  0.00
draw_prot_AOT13_RS00175	61.7221 prot_pool[c]  -> prot_AOT13_RS00175[c] 	RTMO03106	  0.00	1000.00	  0.00
draw_prot_AOT13_RS00215	94.8441 prot_pool[c]  -> prot_AOT13_RS00215[c] 	RTMO03095	  0.00	1000.00	  0.00
draw_prot_AOT13_RS00220	71.7264 prot_pool[c]  -> prot_AOT13_RS00220[c] 	RTMO03094	  0.00	1000.00	  0.00
draw_prot_AOT13_RS00310	106.229 prot_pool[c]  -> prot_AOT13_RS00310[c] 	RTMO03070 or RTMO02081	  0.00	1000.00	  0.00
draw_prot_AOT13_RS00405	82.8634 prot_pool[c]  -> prot_AOT13_RS00405[c] 	RTMO00176 or RTMO02611 or RTMO02305 or RTMO03780 or RTMO01628	  0.00	1000.00	  0.00
draw_prot_AOT13_RS00410	176.202 prot_pool[c]  -> prot_AOT13_RS00410[c] 	RTMO02306	  0.00	1000.00	  0.00
draw_prot_AOT13_RS00415	71.2816 prot_pool[c]  -> prot_AOT13_RS00415[c] 	RTMO05974	  0.00	1000.00	  0.00
draw_prot_AOT13_RS00540	76.4895 prot_pool[c]  -> prot_AOT13_RS00540[c] 	RTMO06189	  0.00	1000.00	  0.00
draw_prot_AOT13_RS00755	55.0486 prot_pool[c]  -> prot_AOT13_RS00755[c] 	RTMO02321	  0.00	1000.00	  0.00
draw_prot_AOT13_RS00760	84.6747 prot_pool[c]  -> prot_AOT13_RS00760[c] 	RTMO02322	  0.00	1000.00	  0.00
draw_prot_AOT13_RS00765	72.268 prot_pool[c]  -> prot_AOT13_RS00765[c] 	RTMO02577 or RTMO03535 or RTMO02613 or RTMO03923 or RTMO01884 or RTMO02625 or RTMO03151 or RTMO01301 or RTMO00551	  0.00	1000.00	  0.00
draw_prot_AOT13_RS00825	68.812 prot_pool[c]  -> prot_AOT13_RS00825[c] 	RTMO04282 or RTMO02447 or RTMO05075 or RTMO03997	  0.00	1000.00	  0.00
draw_prot_AOT13_RS00845	52.0412 prot_pool[c]  -> prot_AOT13_RS00845[c] 	RTMO04007	  0.00	1000.00	  0.00
draw_prot_AOT13_RS00850	46.7315 prot_pool[c]  -> prot_AOT13_RS00850[c] 	RTMO00732 or RTMO01098	  0.00	1000.00	  0.00
draw_prot_AOT13_RS00900	69.4376 prot_pool[c]  -> prot_AOT13_RS00900[c] 	RTMO02909	  0.00	1000.00	  0.00
draw_prot_AOT13_RS01060	86.937 prot_pool[c]  -> prot_AOT13_RS01060[c] 	RTMO01695 or RTMO01698	  0.00	1000.00	  0.00
draw_prot_AOT13_RS01100	30.2709 prot_pool[c]  -> prot_AOT13_RS01100[c] 	RTMO05124	  0.00	1000.00	  0.00
draw_prot_AOT13_RS01230	77.8456 prot_pool[c]  -> prot_AOT13_RS01230[c] 	RTMO03840 or RTMO03744 or RTMO02554 or RTMO04828 or RTMO05952	  0.00	1000.00	  0.00
draw_prot_AOT13_RS01420	75.8567 prot_pool[c]  -> prot_AOT13_RS01420[c] 	RTMO02552 or RTMO02518	  0.00	1000.00	  0.00
draw_prot_AOT13_RS01565	95.329 prot_pool[c]  -> prot_AOT13_RS01565[c] 	RTMO05629 or RTMO02261 or RTMO01041 or RTMO02259 or RTMO05206 or RTMO02260 or RTMO02545 or RTMO01643 or RTMO03137 or RTMO05158 or RTMO02838 or RTMO00898 or RTMO01107 or RTMO05835	  0.00	1000.00	  0.00
draw_prot_AOT13_RS01575	85.7038 prot_pool[c]  -> prot_AOT13_RS01575[c] 	RTMO00038 or RTMO02911 or RTMO05209 or RTMO03290	  0.00	1000.00	  0.00
draw_prot_AOT13_RS01645	112.181 prot_pool[c]  -> prot_AOT13_RS01645[c] 	RTMO03923 or RTMO02577 or RTMO02613 or RTMO03151 or RTMO02625 or RTMO01884 or RTMO00551	  0.00	1000.00	  0.00
draw_prot_AOT13_RS01665	63.1945 prot_pool[c]  -> prot_AOT13_RS01665[c] 	RTMO02454	  0.00	1000.00	  0.00
draw_prot_AOT13_RS01670	38.9065 prot_pool[c]  -> prot_AOT13_RS01670[c] 	RTMO02726 or RTMO02458 or RTMO04489 or RTMO03268 or RTMO00252	  0.00	1000.00	  0.00
draw_prot_AOT13_RS01825	63.6285 prot_pool[c]  -> prot_AOT13_RS01825[c] 	RTMO02207	  0.00	1000.00	  0.00
draw_prot_AOT13_RS01865	87.3812 prot_pool[c]  -> prot_AOT13_RS01865[c] 	RTMO02488 or RTMO00452	  0.00	1000.00	  0.00
draw_prot_AOT13_RS02040	68.3879 prot_pool[c]  -> prot_AOT13_RS02040[c] 	RTMO03326	  0.00	1000.00	  0.00
draw_prot_AOT13_RS02045	120.064 prot_pool[c]  -> prot_AOT13_RS02045[c] 	RTMO03327	  0.00	1000.00	  0.00
draw_prot_AOT13_RS02050	89.6833 prot_pool[c]  -> prot_AOT13_RS02050[c] 	RTMO03328 or RTMO03222	  0.00	1000.00	  0.00
draw_prot_AOT13_RS02055	56.3276 prot_pool[c]  -> prot_AOT13_RS02055[c] 	RTMO03329	  0.00	1000.00	  0.00
draw_prot_AOT13_RS02115	131.747 prot_pool[c]  -> prot_AOT13_RS02115[c] 	RTMO03239	  0.00	1000.00	  0.00
draw_prot_AOT13_RS02120	97.2744 prot_pool[c]  -> prot_AOT13_RS02120[c] 	RTMO03238	  0.00	1000.00	  0.00
draw_prot_AOT13_RS02145	66.3857 prot_pool[c]  -> prot_AOT13_RS02145[c] 	RTMO03233	  0.00	1000.00	  0.00
draw_prot_AOT13_RS02310	48.1928 prot_pool[c]  -> prot_AOT13_RS02310[c] 	RTMO05248	  0.00	1000.00	  0.00
draw_prot_AOT13_RS02525	49.0062 prot_pool[c]  -> prot_AOT13_RS02525[c] 	RTMO04866	  0.00	1000.00	  0.00
draw_prot_AOT13_RS02660	40.8147 prot_pool[c]  -> prot_AOT13_RS02660[c] 	RTMO02973	  0.00	1000.00	  0.00
draw_prot_AOT13_RS02665	29.0551 prot_pool[c]  -> prot_AOT13_RS02665[c] 	RTMO02972	  0.00	1000.00	  0.00
draw_prot_AOT13_RS02670	62.4017 prot_pool[c]  -> prot_AOT13_RS02670[c] 	RTMO02971	  0.00	1000.00	  0.00
draw_prot_AOT13_RS02685	108.275 prot_pool[c]  -> prot_AOT13_RS02685[c] 	RTMO02969 or RTMO03788	  0.00	1000.00	  0.00
draw_prot_AOT13_RS02710	40.9751 prot_pool[c]  -> prot_AOT13_RS02710[c] 	RTMO02962 or RTMO04957	  0.00	1000.00	  0.00
draw_prot_AOT13_RS02805	69.2539 prot_pool[c]  -> prot_AOT13_RS02805[c] 	RTMO02943	  0.00	1000.00	  0.00
draw_prot_AOT13_RS02905	47.921 prot_pool[c]  -> prot_AOT13_RS02905[c] 	RTMO00981 or RTMO00980 or RTMO02920	  0.00	1000.00	  0.00
draw_prot_AOT13_RS02990	52.9723 prot_pool[c]  -> prot_AOT13_RS02990[c] 	RTMO02909	  0.00	1000.00	  0.00
draw_prot_AOT13_RS03200	101.777 prot_pool[c]  -> prot_AOT13_RS03200[c] 	RTMO04118 or RTMO02665 or RTMO01106 or RTMO04998 or RTMO04138 or RTMO00397 or RTMO03704 or RTMO03284 or RTMO03996 or RTMO03299 or RTMO00285 or RTMO04085 or RTMO04041 or RTMO04593	  0.00	1000.00	  0.00
draw_prot_AOT13_RS03265	79.0139 prot_pool[c]  -> prot_AOT13_RS03265[c] 	RTMO00724 or RTMO02852 or RTMO05107 or RTMO00257	  0.00	1000.00	  0.00
draw_prot_AOT13_RS03270	72.0609 prot_pool[c]  -> prot_AOT13_RS03270[c] 	RTMO00243 or RTMO02851	  0.00	1000.00	  0.00
draw_prot_AOT13_RS03335	169.923 prot_pool[c]  -> prot_AOT13_RS03335[c] 	RTMO02835 or RTMO02836	  0.00	1000.00	  0.00
draw_prot_AOT13_RS03395	79.355 prot_pool[c]  -> prot_AOT13_RS03395[c] 	RTMO02817 or RTMO03185	  0.00	1000.00	  0.00
draw_prot_AOT13_RS03425	111.258 prot_pool[c]  -> prot_AOT13_RS03425[c] 	RTMO02808	  0.00	1000.00	  0.00
draw_prot_AOT13_RS03470	51.8713 prot_pool[c]  -> prot_AOT13_RS03470[c] 	RTMO06082	  0.00	1000.00	  0.00
draw_prot_AOT13_RS03500	70.3743 prot_pool[c]  -> prot_AOT13_RS03500[c] 	RTMO04839	  0.00	1000.00	  0.00
draw_prot_AOT13_RS03595	82.7084 prot_pool[c]  -> prot_AOT13_RS03595[c] 	RTMO01628 or RTMO00176	  0.00	1000.00	  0.00
draw_prot_AOT13_RS03600	62.3423 prot_pool[c]  -> prot_AOT13_RS03600[c] 	RTMO04827 or RTMO02612 or RTMO04473 or RTMO01626	  0.00	1000.00	  0.00
draw_prot_AOT13_RS03610	83.0983 prot_pool[c]  -> prot_AOT13_RS03610[c] 	RTMO02304 or RTMO01260 or RTMO00865 or RTMO01925	  0.00	1000.00	  0.00
draw_prot_AOT13_RS03630	119.648 prot_pool[c]  -> prot_AOT13_RS03630[c] 	RTMO04823	  0.00	1000.00	  0.00
draw_prot_AOT13_RS03645	61.9267 prot_pool[c]  -> prot_AOT13_RS03645[c] 	RTMO03967	  0.00	1000.00	  0.00
draw_prot_AOT13_RS03650	46.3611 prot_pool[c]  -> prot_AOT13_RS03650[c] 	RTMO03966	  0.00	1000.00	  0.00
draw_prot_AOT13_RS03660	68.116 prot_pool[c]  -> prot_AOT13_RS03660[c] 	RTMO03964	  0.00	1000.00	  0.00
draw_prot_AOT13_RS03675	45.7256 prot_pool[c]  -> prot_AOT13_RS03675[c] 	RTMO02346	  0.00	1000.00	  0.00
draw_prot_AOT13_RS03680	75.7334 prot_pool[c]  -> prot_AOT13_RS03680[c] 	RTMO05991	  0.00	1000.00	  0.00
draw_prot_AOT13_RS03755	90.2002 prot_pool[c]  -> prot_AOT13_RS03755[c] 	RTMO1234	  0.00	1000.00	  0.00
draw_prot_AOT13_RS03760	45.8173 prot_pool[c]  -> prot_AOT13_RS03760[c] 	RTMO00190 or RTMO04595	  0.00	1000.00	  0.00
draw_prot_AOT13_RS03795	109.573 prot_pool[c]  -> prot_AOT13_RS03795[c] 	RTMO06049	  0.00	1000.00	  0.00
draw_prot_AOT13_RS03890	93.025 prot_pool[c]  -> prot_AOT13_RS03890[c] 	RTMO03965 or RTMO00218	  0.00	1000.00	  0.00
draw_prot_AOT13_RS03910	116.987 prot_pool[c]  -> prot_AOT13_RS03910[c] 	RTMO00224	  0.00	1000.00	  0.00
draw_prot_AOT13_RS03950	31.9572 prot_pool[c]  -> prot_AOT13_RS03950[c] 	RTMO12345	  0.00	1000.00	  0.00
draw_prot_AOT13_RS04025	40.8148 prot_pool[c]  -> prot_AOT13_RS04025[c] 	RTMO06052	  0.00	1000.00	  0.00
draw_prot_AOT13_RS04040	80.1816 prot_pool[c]  -> prot_AOT13_RS04040[c] 	RTMO02852 or RTMO00257	  0.00	1000.00	  0.00
draw_prot_AOT13_RS04090	97.5451 prot_pool[c]  -> prot_AOT13_RS04090[c] 	RTMO02555 or RTMO03134 or RTMO01478 or RTMO03129 or RTMO00859	  0.00	1000.00	  0.00
draw_prot_AOT13_RS04165	139.426 prot_pool[c]  -> prot_AOT13_RS04165[c] 	RTMO01653	  0.00	1000.00	  0.00
draw_prot_AOT13_RS04215	60.2859 prot_pool[c]  -> prot_AOT13_RS04215[c] 	RTMO04924 or RTMO00303	  0.00	1000.00	  0.00
draw_prot_AOT13_RS04360	79.8504 prot_pool[c]  -> prot_AOT13_RS04360[c] 	RTMO00339	  0.00	1000.00	  0.00
draw_prot_AOT13_RS04380	80.7279 prot_pool[c]  -> prot_AOT13_RS04380[c] 	RTMO00343	  0.00	1000.00	  0.00
draw_prot_AOT13_RS04385	101.14 prot_pool[c]  -> prot_AOT13_RS04385[c] 	RTMO00344	  0.00	1000.00	  0.00
draw_prot_AOT13_RS04415	86.5532 prot_pool[c]  -> prot_AOT13_RS04415[c] 	RTMO00353	  0.00	1000.00	  0.00
draw_prot_AOT13_RS04645	114.669 prot_pool[c]  -> prot_AOT13_RS04645[c] 	RTMO00367	  0.00	1000.00	  0.00
draw_prot_AOT13_RS04710	34.5845 prot_pool[c]  -> prot_AOT13_RS04710[c] 	RTMO12345	  0.00	1000.00	  0.00
draw_prot_AOT13_RS04720	99.5594 prot_pool[c]  -> prot_AOT13_RS04720[c] 	RTMO00380	  0.00	1000.00	  0.00
draw_prot_AOT13_RS04755	41.0952 prot_pool[c]  -> prot_AOT13_RS04755[c] 	RTMO00387	  0.00	1000.00	  0.00
draw_prot_AOT13_RS04760	111.168 prot_pool[c]  -> prot_AOT13_RS04760[c] 	RTMO00388	  0.00	1000.00	  0.00
draw_prot_AOT13_RS04775	133.454 prot_pool[c]  -> prot_AOT13_RS04775[c] 	RTMO00392	  0.00	1000.00	  0.00
draw_prot_AOT13_RS04810	113.033 prot_pool[c]  -> prot_AOT13_RS04810[c] 	RTMO00400	  0.00	1000.00	  0.00
draw_prot_AOT13_RS04870	174.779 prot_pool[c]  -> prot_AOT13_RS04870[c] 	RTMO12345	  0.00	1000.00	  0.00
draw_prot_AOT13_RS04875	76.0381 prot_pool[c]  -> prot_AOT13_RS04875[c] 	RTMO02786 or RTMO02784	  0.00	1000.00	  0.00
draw_prot_AOT13_RS04910	82.6446 prot_pool[c]  -> prot_AOT13_RS04910[c] 	RTMO00422 or RTMO02528	  0.00	1000.00	  0.00
draw_prot_AOT13_RS05010	94.0036 prot_pool[c]  -> prot_AOT13_RS05010[c] 	RTMO00444 or RTMO02459 or RTMO03881	  0.00	1000.00	  0.00
draw_prot_AOT13_RS05115	111.166 prot_pool[c]  -> prot_AOT13_RS05115[c] 	RTMO06024	  0.00	1000.00	  0.00
draw_prot_AOT13_RS05120	96.619 prot_pool[c]  -> prot_AOT13_RS05120[c] 	RTMO06023	  0.00	1000.00	  0.00
draw_prot_AOT13_RS05125	61.1163 prot_pool[c]  -> prot_AOT13_RS05125[c] 	RTMO00472	  0.00	1000.00	  0.00
draw_prot_AOT13_RS05130	25.2587 prot_pool[c]  -> prot_AOT13_RS05130[c] 	RTMO06069	  0.00	1000.00	  0.00
draw_prot_AOT13_RS05265	100.024 prot_pool[c]  -> prot_AOT13_RS05265[c] 	RTMO00507	  0.00	1000.00	  0.00
draw_prot_AOT13_RS05350	113.674 prot_pool[c]  -> prot_AOT13_RS05350[c] 	RTMO05977	  0.00	1000.00	  0.00
draw_prot_AOT13_RS05405	106.94 prot_pool[c]  -> prot_AOT13_RS05405[c] 	RTMO01756 or RTMO01696 or RTMO00273	  0.00	1000.00	  0.00
draw_prot_AOT13_RS05410	120.908 prot_pool[c]  -> prot_AOT13_RS05410[c] 	RTMO00549 or RTMO02719 or RTMO02716	  0.00	1000.00	  0.00
draw_prot_AOT13_RS05415	107.196 prot_pool[c]  -> prot_AOT13_RS05415[c] 	RTMO02577 or RTMO03535 or RTMO02613 or RTMO03923 or RTMO01884 or RTMO02625 or RTMO03151 or RTMO01301 or RTMO00551	  0.00	1000.00	  0.00
draw_prot_AOT13_RS05565	21.068 prot_pool[c]  -> prot_AOT13_RS05565[c] 	RTMO00593	  0.00	1000.00	  0.00
draw_prot_AOT13_RS05575	56.4251 prot_pool[c]  -> prot_AOT13_RS05575[c] 	RTMO02148 or RTMO00595 or RTMO02950	  0.00	1000.00	  0.00
draw_prot_AOT13_RS05585	123.159 prot_pool[c]  -> prot_AOT13_RS05585[c] 	RTMO00597	  0.00	1000.00	  0.00
draw_prot_AOT13_RS05655	112.674 prot_pool[c]  -> prot_AOT13_RS05655[c] 	RTMO00614	  0.00	1000.00	  0.00
draw_prot_AOT13_RS05895	220.734 prot_pool[c]  -> prot_AOT13_RS05895[c] 	RTMO00678	  0.00	1000.00	  0.00
draw_prot_AOT13_RS05985	71.2929 prot_pool[c]  -> prot_AOT13_RS05985[c] 	RTMO04783 or RTMO04782	  0.00	1000.00	  0.00
draw_prot_AOT13_RS06370	131.388 prot_pool[c]  -> prot_AOT13_RS06370[c] 	RTMO05282 or RTMO02036	  0.00	1000.00	  0.00
draw_prot_AOT13_RS06535	174.778 prot_pool[c]  -> prot_AOT13_RS06535[c] 	RTMO00039 or RTMO04034 or RTMO04031 or RTMO00041	  0.00	1000.00	  0.00
draw_prot_AOT13_RS06550	68.3846 prot_pool[c]  -> prot_AOT13_RS06550[c] 	RTMO04239 or RTMO02720	  0.00	1000.00	  0.00
draw_prot_AOT13_RS06555	129.746 prot_pool[c]  -> prot_AOT13_RS06555[c] 	RTMO00934 or RTMO05280	  0.00	1000.00	  0.00
draw_prot_AOT13_RS06580	54.0147 prot_pool[c]  -> prot_AOT13_RS06580[c] 	RTMO12345	  0.00	1000.00	  0.00
draw_prot_AOT13_RS06600	44.1591 prot_pool[c]  -> prot_AOT13_RS06600[c] 	RTMO05970	  0.00	1000.00	  0.00
draw_prot_AOT13_RS06605	82.7039 prot_pool[c]  -> prot_AOT13_RS06605[c] 	RTMO03651	  0.00	1000.00	  0.00
draw_prot_AOT13_RS06715	114.237 prot_pool[c]  -> prot_AOT13_RS06715[c] 	RTMO04716 or RTMO04899	  0.00	1000.00	  0.00
draw_prot_AOT13_RS06810	78.2039 prot_pool[c]  -> prot_AOT13_RS06810[c] 	RTMO03677	  0.00	1000.00	  0.00
draw_prot_AOT13_RS06860	66.8463 prot_pool[c]  -> prot_AOT13_RS06860[c] 	RTMO04036 or RTMO01867	  0.00	1000.00	  0.00
draw_prot_AOT13_RS06880	94.9503 prot_pool[c]  -> prot_AOT13_RS06880[c] 	RTMO04683	  0.00	1000.00	  0.00
draw_prot_AOT13_RS06980	88.323 prot_pool[c]  -> prot_AOT13_RS06980[c] 	RTMO02760	  0.00	1000.00	  0.00
draw_prot_AOT13_RS07055	112.049 prot_pool[c]  -> prot_AOT13_RS07055[c] 	RTMO01121 or RTMO02769	  0.00	1000.00	  0.00
draw_prot_AOT13_RS07085	40.4925 prot_pool[c]  -> prot_AOT13_RS07085[c] 	RTMO02775	  0.00	1000.00	  0.00
draw_prot_AOT13_RS07090	45.8853 prot_pool[c]  -> prot_AOT13_RS07090[c] 	RTMO02776	  0.00	1000.00	  0.00
draw_prot_AOT13_RS07110	136.219 prot_pool[c]  -> prot_AOT13_RS07110[c] 	RTMO00874	  0.00	1000.00	  0.00
draw_prot_AOT13_RS07265	77.1317 prot_pool[c]  -> prot_AOT13_RS07265[c] 	RTMO04648	  0.00	1000.00	  0.00
draw_prot_AOT13_RS07270	88.3703 prot_pool[c]  -> prot_AOT13_RS07270[c] 	RTMO03809	  0.00	1000.00	  0.00
draw_prot_AOT13_RS07275	55.0341 prot_pool[c]  -> prot_AOT13_RS07275[c] 	RTMO03810	  0.00	1000.00	  0.00
draw_prot_AOT13_RS07280	83.2492 prot_pool[c]  -> prot_AOT13_RS07280[c] 	RTMO03811	  0.00	1000.00	  0.00
draw_prot_AOT13_RS07295	67.9832 prot_pool[c]  -> prot_AOT13_RS07295[c] 	RTMO02594	  0.00	1000.00	  0.00
draw_prot_AOT13_RS07465	49.299 prot_pool[c]  -> prot_AOT13_RS07465[c] 	RTMO04956	  0.00	1000.00	  0.00
draw_prot_AOT13_RS07470	61.2519 prot_pool[c]  -> prot_AOT13_RS07470[c] 	RTMO02237 or RTMO03852	  0.00	1000.00	  0.00
draw_prot_AOT13_RS07490	56.498 prot_pool[c]  -> prot_AOT13_RS07490[c] 	RTMO12345	  0.00	1000.00	  0.00
draw_prot_AOT13_RS07755	78.5629 prot_pool[c]  -> prot_AOT13_RS07755[c] 	RTMO01554 or RTMO03920	  0.00	1000.00	  0.00
draw_prot_AOT13_RS07780	67.768 prot_pool[c]  -> prot_AOT13_RS07780[c] 	RTMO03928 or RTMO04093	  0.00	1000.00	  0.00
draw_prot_AOT13_RS07950	50.5638 prot_pool[c]  -> prot_AOT13_RS07950[c] 	RTMO01876	  0.00	1000.00	  0.00
draw_prot_AOT13_RS08110	146.36 prot_pool[c]  -> prot_AOT13_RS08110[c] 	RTMO01762 or RTMO01416 or RTMO01045 or RTMO01418 or RTMO01651 or RTMO01493 or RTMO01633 or RTMO00292 or RTMO01785 or RTMO01653 or RTMO00506 or RTMO02653 or RTMO02850 or RTMO00973 or RTMO02849 or RTMO02649 or RTMO00881 or RTMO03198 or RTMO03200 or RTMO01492 or RTMO01763 or RTMO02812 or RTMO00511 or RTMO01415 or RTMO01652 or RTMO01761 or RTMO01417 or RTMO02654 or RTMO02809 or RTMO03199	  0.00	1000.00	  0.00
draw_prot_AOT13_RS08130	217.041 prot_pool[c]  -> prot_AOT13_RS08130[c] 	RTMO00874	  0.00	1000.00	  0.00
draw_prot_AOT13_RS08135	92.573 prot_pool[c]  -> prot_AOT13_RS08135[c] 	RTMO00874 or RTMO00873 or RTMO00135 or RTMO00827 or RTMO01152	  0.00	1000.00	  0.00
draw_prot_AOT13_RS08145	62.0613 prot_pool[c]  -> prot_AOT13_RS08145[c] 	RTMO00869 or RTMO01838	  0.00	1000.00	  0.00
draw_prot_AOT13_RS08150	90.0991 prot_pool[c]  -> prot_AOT13_RS08150[c] 	RTMO01260 or RTMO04474 or RTMO01925 or RTMO02304 or RTMO00865	  0.00	1000.00	  0.00
draw_prot_AOT13_RS08240	83.7698 prot_pool[c]  -> prot_AOT13_RS08240[c] 	RTMO00845	  0.00	1000.00	  0.00
draw_prot_AOT13_RS08300	70.8287 prot_pool[c]  -> prot_AOT13_RS08300[c] 	RTMO00831 or RTMO03630 or RTMO04026 or RTMO00138 or RTMO00139 or RTMO00832	  0.00	1000.00	  0.00
draw_prot_AOT13_RS08430	69.6109 prot_pool[c]  -> prot_AOT13_RS08430[c] 	RTMO02500 or RTMO00998	  0.00	1000.00	  0.00
draw_prot_AOT13_RS08595	142.703 prot_pool[c]  -> prot_AOT13_RS08595[c] 	RTMO02406 or RTMO04247	  0.00	1000.00	  0.00
draw_prot_AOT13_RS08600	108.477 prot_pool[c]  -> prot_AOT13_RS08600[c] 	RTMO04100	  0.00	1000.00	  0.00
draw_prot_AOT13_RS08610	70.9304 prot_pool[c]  -> prot_AOT13_RS08610[c] 	RTMO04098	  0.00	1000.00	  0.00
draw_prot_AOT13_RS08615	99.3252 prot_pool[c]  -> prot_AOT13_RS08615[c] 	RTMO04095	  0.00	1000.00	  0.00
draw_prot_AOT13_RS08735	69.3809 prot_pool[c]  -> prot_AOT13_RS08735[c] 	RTMO04123	  0.00	1000.00	  0.00
draw_prot_AOT13_RS08740	92.2308 prot_pool[c]  -> prot_AOT13_RS08740[c] 	RTMO04124 or RTMO01702	  0.00	1000.00	  0.00
draw_prot_AOT13_RS08765	53.6151 prot_pool[c]  -> prot_AOT13_RS08765[c] 	RTMO04131	  0.00	1000.00	  0.00
draw_prot_AOT13_RS08770	44.7592 prot_pool[c]  -> prot_AOT13_RS08770[c] 	RTMO04132	  0.00	1000.00	  0.00
draw_prot_AOT13_RS08835	47.0317 prot_pool[c]  -> prot_AOT13_RS08835[c] 	RTMO02531	  0.00	1000.00	  0.00
draw_prot_AOT13_RS08845	88.169 prot_pool[c]  -> prot_AOT13_RS08845[c] 	RTMO03625	  0.00	1000.00	  0.00
draw_prot_AOT13_RS08895	48.1326 prot_pool[c]  -> prot_AOT13_RS08895[c] 	RTMO04039	  0.00	1000.00	  0.00
draw_prot_AOT13_RS08920	156.071 prot_pool[c]  -> prot_AOT13_RS08920[c] 	RTMO03749	  0.00	1000.00	  0.00
draw_prot_AOT13_RS08935	65.9975 prot_pool[c]  -> prot_AOT13_RS08935[c] 	RTMO12345	  0.00	1000.00	  0.00
draw_prot_AOT13_RS08970	99.6104 prot_pool[c]  -> prot_AOT13_RS08970[c] 	RTMO05273	  0.00	1000.00	  0.00
draw_prot_AOT13_RS09035	63.0208 prot_pool[c]  -> prot_AOT13_RS09035[c] 	RTMO04156 or RTMO04574	  0.00	1000.00	  0.00
draw_prot_AOT13_RS09255	52.2118 prot_pool[c]  -> prot_AOT13_RS09255[c] 	RTMO01021 or RTMO04555	  0.00	1000.00	  0.00
draw_prot_AOT13_RS09265	59.7782 prot_pool[c]  -> prot_AOT13_RS09265[c] 	RTMO04553	  0.00	1000.00	  0.00
draw_prot_AOT13_RS09270	58.7798 prot_pool[c]  -> prot_AOT13_RS09270[c] 	RTMO05989	  0.00	1000.00	  0.00
draw_prot_AOT13_RS09330	67.3439 prot_pool[c]  -> prot_AOT13_RS09330[c] 	RTMO02720	  0.00	1000.00	  0.00
draw_prot_AOT13_RS09375	76.0126 prot_pool[c]  -> prot_AOT13_RS09375[c] 	RTMO04535	  0.00	1000.00	  0.00
draw_prot_AOT13_RS09380	88.6985 prot_pool[c]  -> prot_AOT13_RS09380[c] 	RTMO04172 or RTMO04980 or RTMO04534	  0.00	1000.00	  0.00
draw_prot_AOT13_RS09445	51.6951 prot_pool[c]  -> prot_AOT13_RS09445[c] 	RTMO12345	  0.00	1000.00	  0.00
draw_prot_AOT13_RS09500	126.246 prot_pool[c]  -> prot_AOT13_RS09500[c] 	RTMO05986	  0.00	1000.00	  0.00
draw_prot_AOT13_RS09760	146.435 prot_pool[c]  -> prot_AOT13_RS09760[c] 	RTMO04464	  0.00	1000.00	  0.00
draw_prot_AOT13_RS09835	198.994 prot_pool[c]  -> prot_AOT13_RS09835[c] 	RTMO03752	  0.00	1000.00	  0.00
draw_prot_AOT13_RS09905	28.6568 prot_pool[c]  -> prot_AOT13_RS09905[c] 	RTMO06141	  0.00	1000.00	  0.00
draw_prot_AOT13_RS10085	93.2164 prot_pool[c]  -> prot_AOT13_RS10085[c] 	RTMO01370 or RTMO01509 or RTMO01368 or RTMO01510	  0.00	1000.00	  0.00
draw_prot_AOT13_RS10090	104.004 prot_pool[c]  -> prot_AOT13_RS10090[c] 	RTMO01371	  0.00	1000.00	  0.00
draw_prot_AOT13_RS10120	107.533 prot_pool[c]  -> prot_AOT13_RS10120[c] 	RTMO01648 or RTMO01382	  0.00	1000.00	  0.00
